Timestamp,What age range are you?,What is your gender?,What estimated range is your household's monthly income?,"Which area are you from? If not from Karachi please select ""Outside Karachi""",How often do you go to Clifton beach?,How do you get to Clifton Beach most of the time?,What are your top motivations for going to Clifton Beach? You can select up to 3,Where do you access the beach from most of the time?,Which of the two statements do you agree with more?,Which one of the following statements apply to you?,What are your top priorities for Clifton Beach in the next year? You can select up to 3.,How do you feel regarding the caretaking and evolution of Clifton beach?,What would make Clifton Beach your favourite beach to go to? Please use this space for any feedback not covered by the survey,Is it important for Clifton Beach and the coast of Karachi to have a comprehensive plan across various ownership boundaries to guide its growth?,"In the last 12 months, have you done any of the following in Karachi? Please select all that apply",Do you trust Karachi's various administrative bodies and caretakers with your well-being?,Have you given feedback or participated in the design process of any public project in Karachi?,What is your most favourite place in Karachi?,"If you had unlimited funds, how would you change Clifton Beach?",Do you like going to the beach? Why if you do? Why not if you do not?,Do you feel safe while at the beach?,"If yes, then at what time of the day?","If not, why?",On what days do you prefer going to the beach?,At what time are you most likely to visit the beach?,How long do you spend at the beach?,How do you rate the following facilities? [Seating],How do you rate the following facilities? [Cleanliness],How do you rate the following facilities? [Shading Devices],How do you rate the following facilities? [Public Washrooms],How do you rate the following facilities? [Recreational Amenities],How do you rate the following facilities? [Lighting],How do you rate the following facilities? [Pathways/Walking Infrastructure],How do you rate the following facilities? [First Aid],What kind of company do you prefer when at the beach?,Have you ever made any new friends at the beach?
2021/04/09 8:47:25 am GMT-4,Below 15 years,Female,,Saddar,Often (multiple times in a year),For-hire vehicle,"Leisure (walking, being with loved ones, etc)",,"Clifton beach must be freely accessible, without charge and entry limitations",,"Amenities (like: washrooms, washing areas, lockers, etc);Cleanliness (like: solutions for sewage, garbage, air pollution, etc);Seating (like: beach umbrellas for shade, picnic benches, etc)",,,,Visit a park for a walks or leisure,Indifferent,No - I do not wish to participate,Parks,,Mujeh samandar jana bohot Pasand ha qk waha sukoon bohot ha,,,,,,,,,,,,,,,,
2021/04/09 8:48:22 am GMT-4,Below 15 years,Female,,Gulshan-e-Iqbal,I have never been to Clifton beach,,"Leisure (walking, being with loved ones, etc)",,Some people may be restricted or charged to visit some places at Clifton beach,,"Amenities (like: washrooms, washing areas, lockers, etc);Recreation (like: sandy playgrounds, sports courts, arts expression areas, etc);Safety (like: lights, boardwalks for walkability, safe swimming areas, lifeguards, etc)",,,,Visit a community centre,No - I do not trust them,No - I do not wish to participate,Sea View,Zyada say zyada wahn pr environment ka baray ma instructions board lagain gain,Pasand ha q k whan ka environment acha hota h,,,,,,,,,,,,,,,,
2021/04/09 8:53:27 am GMT-4,Below 15 years,Female,,Gulshan-e-Iqbal,Not often (few times in many years),Private vehicle,"Leisure (walking, being with loved ones, etc)",,"Clifton beach must be freely accessible, without charge and entry limitations",,"Amenities (like: washrooms, washing areas, lockers, etc)",,,,Visit an indoors bazaar/mall,Indifferent,No - I would like the opportunities to participate,Dreamworld,Pehlay tu environment ko clean kron gi phir wahan boohat c facilities k liyai kaam kron gi jis sy logon ko beach main ana acha lagy because. AAJ all itna kachra hota hai k environment  hi kharaab ho jata hai ,Pasand  hai q k wahan ka environment boohat fresh hota hai ,,,,,,,,,,,,,,,,
2021/04/09 8:59:20 am GMT-4,Below 15 years,Female,,Karachi Cantonment,Not often (few times in many years),Chartered bus for trip to beach,"Leisure (walking, being with loved ones, etc)",,Some people may be restricted or charged to visit some places at Clifton beach,,"Cleanliness (like: solutions for sewage, garbage, air pollution, etc);Safety (like: lights, boardwalks for walkability, safe swimming areas, lifeguards, etc);Seating (like: beach umbrellas for shade, picnic benches, etc)",,,,Visit a park for a walks or leisure;Attend sporting events as a spectator;Visit an outdoors bazaar,Indifferent,No - I would like the opportunities to participate,Sea View,Wahan ki ache se safai krwaenge or washroom bnwaien ge,G han Mujhe Pasand Hai because I love swimming,,,,,,,,,,,,,,,,
2021/04/09 9:05:09 am GMT-4,Below 15 years,Female,,Garden,Often (multiple times in a year),Private vehicle,"Leisure (walking, being with loved ones, etc);Tourism",,"Clifton beach must be freely accessible, without charge and entry limitations",,"Amenities (like: washrooms, washing areas, lockers, etc);Recreation (like: sandy playgrounds, sports courts, arts expression areas, etc);Seating (like: beach umbrellas for shade, picnic benches, etc)",,,,Visit a park for a walks or leisure;Visit an outdoors bazaar,Indifferent,No - I would like the opportunities to participate,Sea View,Washrooms bnaungi,Beautiful view,,,,,,,,,,,,,,,,
2021/04/09 9:05:30 am GMT-4,Below 15 years,Female,,Garden,Often (multiple times in a year),Private vehicle,"Leisure (walking, being with loved ones, etc);Tourism",,"Clifton beach must be freely accessible, without charge and entry limitations",,"Amenities (like: washrooms, washing areas, lockers, etc);Recreation (like: sandy playgrounds, sports courts, arts expression areas, etc);Seating (like: beach umbrellas for shade, picnic benches, etc)",,,,Visit a park for a walks or leisure;Visit an outdoors bazaar,Indifferent,No - I would like the opportunities to participate,Sea View,Washrooms bnaungi,Beautiful view,,,,,,,,,,,,,,,,
2021/04/09 9:14:12 am GMT-4,Below 15 years,Female,,Gulshan-e-Iqbal,Often (multiple times in a year),Private vehicle,"Leisure (walking, being with loved ones, etc);Celebrating (personal milestones, special occasions, etc);Relief (from climate, from stresses, etc)",,"Clifton beach must be freely accessible, without charge and entry limitations",,"Amenities (like: washrooms, washing areas, lockers, etc);Cleanliness (like: solutions for sewage, garbage, air pollution, etc);Seating (like: beach umbrellas for shade, picnic benches, etc)",,,,"Visit a park for a walks or leisure;Visit a theatre (play, movies);Visit a fair (books, food, crafts);Visit an outdoors bazaar;Visit an indoors bazaar/mall",Indifferent,No - I would like the opportunities to participate,Sea View,,Gi pasand hai kyun kay vahan fresh air hoti hai or environment bhi acha hota hai.,,,,,,,,,,,,,,,,
2021/04/09 9:21:13 am GMT-4,Below 15 years,Female,,Jamshed Quarters,Not often - I prefer other beaches,Private vehicle,Most accessible (public beach closest to urban Karachi),,"Clifton beach must be freely accessible, without charge and entry limitations",,"Amenities (like: washrooms, washing areas, lockers, etc);Cleanliness (like: solutions for sewage, garbage, air pollution, etc);Improved mobility (like: transit stops, neighbourhood shuttles, protected bike lanes, etc)",,,,"Visit conferences, seminars (school requirements ke bahir);Visit cultural events on the street or at public squares;Visit a park for a walks or leisure",Indifferent,Yes - I would like more opportunities to participate,Mubarak village,Yeah! I have provid public washroom and dustbin,Yes I like to go beach because I fill very relex and must more thing I spent my time will my family,,,,,,,,,,,,,,,,
2021/04/09 9:21:14 am GMT-4,15 - 24 years,Male,"200,001 and above",Malir Cantonment,Not often (few times in many years),Private vehicle,"Leisure (walking, being with loved ones, etc);Relief (from climate, from stresses, etc)",Seaview Road (between Nishan-e-Pakistan and Captain Farhan Ali Shaheed Park),"Clifton beach must be freely accessible, without charge and entry limitations",I feel safe visiting the beach by myself at any time during the day,"Amenities (like: washrooms, washing areas, lockers, etc);Cleanliness (like: solutions for sewage, garbage, air pollution, etc);Improved mobility (like: transit stops, neighbourhood shuttles, protected bike lanes, etc)",Positively - There are several welcome developmental changes,NULL,Important,NULL,Indifferent,No - I would like the opportunities to participate,,,,,,,,,,,,,,,,,,,
2021/04/09 9:25:50 am GMT-4,Below 15 years,Female,,Gulshan-e-Iqbal,Not often (few times in many years),Private vehicle,"Leisure (walking, being with loved ones, etc);Activity (exercising, sports, running, etc);Relief (from climate, from stresses, etc)",,"Clifton beach must be freely accessible, without charge and entry limitations",,"Amenities (like: washrooms, washing areas, lockers, etc);Cleanliness (like: solutions for sewage, garbage, air pollution, etc);Natural areas (like: forests, gardens, etc)",,,,Visit a park for a walks or leisure;Practice some sport of physical activity on a regular basis;Visit an indoors bazaar/mall,,No - I would like the opportunities to participate,,"I will try my best to make beach Good, I will like to plant a lot of coconut trees there & I will put Dustbins everywhere there so that there is no dirt and I will put umbrellas for shade there to enhance the beauty of the Sea, I will make various arrangements to save the sea from dirty water etc.
And I will come to see the beach every year  so that every problem can be solved immediately 🙂.",I love sea because I find peace there and  there is only one sea in Pakistan and not every country has an ocean so we are lucky to have it.,,,,,,,,,,,,,,,,
2021/04/09 9:40:44 am GMT-4,15 - 24 years,Female,"50,001 - 75,000 rupees",Gulshan-e-Iqbal,Not often (few times in many years),Private vehicle,"Leisure (walking, being with loved ones, etc)",Seaview Road (between Nishan-e-Pakistan and Captain Farhan Ali Shaheed Park),"Clifton beach must be freely accessible, without charge and entry limitations",I only visit the beach with company at any time during the day,"Cleanliness (like: solutions for sewage, garbage, air pollution, etc);Natural areas (like: forests, gardens, etc);Safety (like: lights, boardwalks for walkability, safe swimming areas, lifeguards, etc)",Negatively - I feel a sense of frustration and/or loss,a clean place ,Indifferent,Visit an outdoors bazaar;Visit an indoors bazaar/mall,No - I do not trust them,No - I would like the opportunities to participate,,,,,,,,,,,,,,,,,,,
2021/04/09 9:49:11 am GMT-4,Below 15 years,Female,,Garden,Often (multiple times in a year),Private vehicle,"Leisure (walking, being with loved ones, etc);Most accessible (public beach closest to urban Karachi);Relief (from climate, from stresses, etc)",,Some people may be restricted or charged to visit some places at Clifton beach,,"Amenities (like: washrooms, washing areas, lockers, etc);Cleanliness (like: solutions for sewage, garbage, air pollution, etc);Seating (like: beach umbrellas for shade, picnic benches, etc)",,,,"Visit museums, galleries;Visit a park for a walks or leisure;Visit an outdoors bazaar;Visit an indoors bazaar/mall",Indifferent,No - I do not wish to participate,Sea View,Safai,,,,,,,,,,,,,,,,,
2021/04/09 9:52:57 am GMT-4,25 - 44 years,Female,"150,001 - 175,000 rupees",Clifton Cantonment,Not often (few times in many years),Private vehicle,"Leisure (walking, being with loved ones, etc)",NULL,Some people may be restricted or charged to visit some places at Clifton beach,I feel safe visiting the beach by myself but only before sunset,"Cleanliness (like: solutions for sewage, garbage, air pollution, etc)",Negatively - I feel a sense of frustration and/or loss,"A wind absobing point. Hawa bandar revival. However, I cannot associate this beach for indulging in water activity. It remains a sightseeing touch-me-not. Perhaps a survey question if we find Clifton beach water friendly or not. And filling a survey takes more tha than 2 mins. For sure. From priority question: half wall adjoining the footpath needs to widen. 4.5 ft wide seating pavement will be great as compared to what we have now. It should be 12"" liwer as welm. The beach view we enjoyed  while driving by 12+ years ago is no longer there; land reclamation has pushed the sea farther, and the half wall has been raised higher to conceal it. Check out Mumbai's sea view hang out .https://youtu.be/Q0re5dfKeLU",Important,"Visit museums, galleries;Visit a park for a walks or leisure",No - I do not trust them,Yes - I would like more opportunities to participate,,,,,,,,,,,,,,,,,,,
2021/04/09 9:59:16 am GMT-4,Below 15 years,Female,,Gulshan-e-Iqbal,Not often (few times in many years),For-hire vehicle,"Leisure (walking, being with loved ones, etc);Celebrating (personal milestones, special occasions, etc);Relief (from climate, from stresses, etc)",,Some people may be restricted or charged to visit some places at Clifton beach,,"Amenities (like: washrooms, washing areas, lockers, etc);Cleanliness (like: solutions for sewage, garbage, air pollution, etc);Improved mobility (like: transit stops, neighbourhood shuttles, protected bike lanes, etc)",,,,Visit an outdoors bazaar,No - I do not trust them,No - I would like the opportunities to participate,Sea View,Cleanliness,"Yes,for enjoy",,,,,,,,,,,,,,,,
2021/04/10 1:37:53 am GMT-4,15 - 24 years,Male,"200,001 and above",Outside Karachi,I have never been to Clifton beach,NULL,"Leisure (walking, being with loved ones, etc);Most accessible (public beach closest to urban Karachi);Relief (from climate, from stresses, etc)",NULL,Some people may be restricted or charged to visit some places at Clifton beach,NULL,"Cleanliness (like: solutions for sewage, garbage, air pollution, etc);Natural areas (like: forests, gardens, etc);Safety (like: lights, boardwalks for walkability, safe swimming areas, lifeguards, etc)",,"cleanliness
",Important,NULL,No - I do not trust them,NULL,,,,,,,,,,,,,,,,,,,
2021/04/10 1:37:58 am GMT-4,15 - 24 years,Male,"200,001 and above",Outside Karachi,I have never been to Clifton beach,NULL,"Leisure (walking, being with loved ones, etc);Most accessible (public beach closest to urban Karachi);Relief (from climate, from stresses, etc)",NULL,Some people may be restricted or charged to visit some places at Clifton beach,NULL,"Cleanliness (like: solutions for sewage, garbage, air pollution, etc);Natural areas (like: forests, gardens, etc);Safety (like: lights, boardwalks for walkability, safe swimming areas, lifeguards, etc)",,"cleanliness
",Important,NULL,No - I do not trust them,NULL,,,,,,,,,,,,,,,,,,,
2021/04/10 10:39:58 am GMT-4,Below 15 years,Female,,Jamshed Quarters,Often (multiple times in a year),For-hire vehicle,"Leisure (walking, being with loved ones, etc);Relief (from climate, from stresses, etc);Tourism",,"Clifton beach must be freely accessible, without charge and entry limitations",,"Amenities (like: washrooms, washing areas, lockers, etc);Cleanliness (like: solutions for sewage, garbage, air pollution, etc);Seating (like: beach umbrellas for shade, picnic benches, etc)",,,,"Visit a park for a walks or leisure;Visit a theatre (play, movies);Visit an outdoors bazaar;Visit an indoors bazaar/mall",,,Portgrand,Wahan ki safai k liyey 1 department bnwaeingy Jo safai ka khaas khyal rkheingy ,"Passnd h q k family k sth wahan bht acha Time guzrta h or enjoy krty hein
",,,,,,,,,,,,,,,,
